,timestamp,ambient_temperature_[degree_celsius],electricity_price_[cent_per_kilowatt_hour],heat_pump_coefficient_of_performance,heat_pump_maximum_electrical_power_[watt],room_1_maximum_air_temperature_[degree_celsius],room_1_minimum_air_temperature_[degree_celsius],room_2_maximum_air_temperature_[degree_celsius],room_2_minimum_air_temperature_[degree_celsius],room_3_maximum_air_temperature_[degree_celsius],room_3_minimum_air_temperature_[degree_celsius],room_4_maximum_air_temperature_[degree_celsius],room_4_minimum_air_temperature_[degree_celsius],room_5_maximum_air_temperature_[degree_celsius],room_5_minimum_air_temperature_[degree_celsius],solar_radiation_[watt_per_square_meter]
0,2022-08-15 00:00:00+00:00,23.95,6.5,5.37,2254.27,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.03
1,2022-08-15 00:15:00+00:00,23.81,6.5,5.38,2245.82,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.7
2,2022-08-15 00:30:00+00:00,23.72,6.5,5.39,2240.42,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.71
3,2022-08-15 00:45:00+00:00,23.7,6.5,5.39,2239.03,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.75
4,2022-08-15 01:00:00+00:00,23.6,6.2,5.4,2233.46,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.61
5,2022-08-15 01:15:00+00:00,23.49,6.2,5.41,2226.95,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.8
6,2022-08-15 01:30:00+00:00,23.24,6.2,5.44,2211.9,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,11.42
7,2022-08-15 01:45:00+00:00,23.02,6.2,5.46,2199.17,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.16
8,2022-08-15 02:00:00+00:00,22.79,6.0,5.48,2186.42,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,10.82
9,2022-08-15 02:15:00+00:00,21.89,6.0,5.57,2136.71,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.8
10,2022-08-15 02:30:00+00:00,21.84,6.0,5.57,2133.84,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.98
11,2022-08-15 02:45:00+00:00,21.72,6.0,5.59,2127.26,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.6
12,2022-08-15 03:00:00+00:00,21.13,6.0,5.64,2096.66,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.06
13,2022-08-15 03:15:00+00:00,20.61,6.0,5.69,2070.32,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,10.4
14,2022-08-15 03:30:00+00:00,20.33,6.0,5.72,2056.6,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.55
15,2022-08-15 03:45:00+00:00,19.93,6.0,5.76,2037.62,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.83
16,2022-08-15 04:00:00+00:00,19.62,5.9,5.79,2022.99,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.56
17,2022-08-15 04:15:00+00:00,19.59,5.9,5.79,2021.61,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.97
18,2022-08-15 04:30:00+00:00,19.57,5.9,5.8,2020.69,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.31
19,2022-08-15 04:45:00+00:00,19.46,5.9,5.81,2015.95,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.15
20,2022-08-15 05:00:00+00:00,19.48,5.8,5.8,2016.56,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,19.8
21,2022-08-15 05:15:00+00:00,19.53,5.8,5.8,2019.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,28.75
22,2022-08-15 05:30:00+00:00,19.53,5.8,5.8,2019.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,28.03
23,2022-08-15 05:45:00+00:00,19.51,5.8,5.8,2018.24,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,45.54
24,2022-08-15 06:00:00+00:00,19.5,5.8,5.8,2017.78,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,57.85
25,2022-08-15 06:15:00+00:00,19.53,5.8,5.8,2018.85,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,59.17
26,2022-08-15 06:30:00+00:00,19.56,5.8,5.8,2020.23,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,59.28
27,2022-08-15 06:45:00+00:00,19.57,5.8,5.8,2020.99,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,43.0
28,2022-08-15 07:00:00+00:00,19.48,5.4,5.8,2016.86,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,33.14
29,2022-08-15 07:15:00+00:00,18.87,5.4,5.86,1989.6,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,63.52
30,2022-08-15 07:30:00+00:00,18.56,5.4,5.89,1975.93,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,107.43
31,2022-08-15 07:45:00+00:00,18.46,5.4,5.9,1971.82,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,166.23
32,2022-08-15 08:00:00+00:00,18.8,5.4,5.87,1986.26,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,345.87
33,2022-08-15 08:15:00+00:00,19.77,5.4,5.78,2030.26,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,439.07
34,2022-08-15 08:30:00+00:00,20.27,5.4,5.73,2054.02,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,371.35
35,2022-08-15 08:45:00+00:00,20.93,5.4,5.66,2086.31,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,463.36
36,2022-08-15 09:00:00+00:00,21.66,5.3,5.59,2124.26,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,516.03
37,2022-08-15 09:15:00+00:00,22.36,5.3,5.52,2162.33,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,668.33
38,2022-08-15 09:30:00+00:00,22.88,5.3,5.47,2191.35,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,567.83
39,2022-08-15 09:45:00+00:00,22.91,5.3,5.47,2192.87,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,402.83
40,2022-08-15 10:00:00+00:00,23.13,5.3,5.45,2205.71,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,417.88
41,2022-08-15 10:15:00+00:00,23.21,5.3,5.44,2210.54,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,439.17
42,2022-08-15 10:30:00+00:00,23.89,5.3,5.37,2250.84,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,511.43
43,2022-08-15 10:45:00+00:00,24.4,5.3,5.32,2282.07,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,706.17
44,2022-08-15 11:00:00+00:00,25.15,3.0,5.25,2329.36,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,783.53
45,2022-08-15 11:15:00+00:00,25.39,3.0,5.22,2345.18,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,781.56
46,2022-08-15 11:30:00+00:00,26.06,3.0,5.16,2389.51,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,948.75
47,2022-08-15 11:45:00+00:00,26.42,3.0,5.12,2414.29,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,855.11
48,2022-08-15 12:00:00+00:00,26.65,1.3,5.1,2429.74,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,864.79
49,2022-08-15 12:15:00+00:00,26.66,1.3,5.1,2430.9,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,652.7
50,2022-08-15 12:30:00+00:00,27.13,1.3,5.05,2463.52,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,840.53
51,2022-08-15 12:45:00+00:00,27.52,1.3,5.02,2491.76,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,785.83
52,2022-08-15 13:00:00+00:00,27.18,2.0,5.05,2467.55,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,653.18
53,2022-08-15 13:15:00+00:00,27.45,2.0,5.02,2486.94,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,739.41
54,2022-08-15 13:30:00+00:00,27.39,2.0,5.03,2482.13,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,389.54
55,2022-08-15 13:45:00+00:00,26.79,2.0,5.09,2439.51,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,418.76
56,2022-08-15 14:00:00+00:00,25.55,5.1,5.21,2355.24,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,312.93
57,2022-08-15 14:15:00+00:00,24.86,5.1,5.28,2310.78,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,255.95
58,2022-08-15 14:30:00+00:00,24.96,5.1,5.27,2316.94,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,276.49
59,2022-08-15 14:45:00+00:00,24.67,5.1,5.3,2298.54,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,276.45
60,2022-08-15 15:00:00+00:00,23.68,6.7,5.39,2237.83,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,261.56
61,2022-08-15 15:15:00+00:00,23.81,6.7,5.38,2246.02,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,269.91
62,2022-08-15 15:30:00+00:00,22.97,6.7,5.46,2196.74,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,260.24
63,2022-08-15 15:45:00+00:00,22.7,6.7,5.49,2181.33,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,341.89
64,2022-08-15 16:00:00+00:00,22.99,8.3,5.46,2197.64,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,384.99
65,2022-08-15 16:15:00+00:00,23.15,8.3,5.44,2206.67,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,416.38
66,2022-08-15 16:30:00+00:00,22.95,8.3,5.46,2195.35,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,339.83
67,2022-08-15 16:45:00+00:00,23.28,8.3,5.43,2214.23,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,289.73
68,2022-08-15 17:00:00+00:00,23.54,9.2,5.41,2229.9,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,261.29
69,2022-08-15 17:15:00+00:00,23.11,9.2,5.45,2204.55,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,202.14
70,2022-08-15 17:30:00+00:00,22.94,9.2,5.47,2194.77,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,152.98
71,2022-08-15 17:45:00+00:00,22.88,9.2,5.47,2191.54,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,114.99
72,2022-08-15 18:00:00+00:00,22.83,9.5,5.48,2188.69,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,61.2
73,2022-08-15 18:15:00+00:00,22.5,9.5,5.51,2169.73,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,37.49
74,2022-08-15 18:30:00+00:00,22.17,9.5,5.54,2151.52,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,22.81
75,2022-08-15 18:45:00+00:00,21.83,9.5,5.57,2133.13,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,14.08
76,2022-08-15 19:00:00+00:00,21.5,9.3,5.61,2115.65,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.72
77,2022-08-15 19:15:00+00:00,21.24,9.3,5.63,2102.14,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.12
78,2022-08-15 19:30:00+00:00,21.0,9.3,5.66,2089.86,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.09
79,2022-08-15 19:45:00+00:00,20.79,9.3,5.68,2079.27,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.58
80,2022-08-15 20:00:00+00:00,20.64,8.7,5.69,2071.8,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.69
81,2022-08-15 20:15:00+00:00,20.55,8.7,5.7,2067.69,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.33
82,2022-08-15 20:30:00+00:00,20.42,8.7,5.71,2061.31,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.73
83,2022-08-15 20:45:00+00:00,20.14,8.7,5.74,2047.44,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.35
84,2022-08-15 21:00:00+00:00,19.62,7.7,5.79,2023.3,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.95
85,2022-08-15 21:15:00+00:00,19.07,7.7,5.84,1998.25,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.98
86,2022-08-15 21:30:00+00:00,18.56,7.7,5.89,1976.21,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.64
87,2022-08-15 21:45:00+00:00,18.01,7.7,5.95,1953.26,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.62
88,2022-08-15 22:00:00+00:00,17.63,6.8,5.99,1937.85,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.55
89,2022-08-15 22:15:00+00:00,17.33,6.8,6.0,1926.14,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.13
90,2022-08-15 22:30:00+00:00,16.97,6.8,6.0,1912.48,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.85
91,2022-08-15 22:45:00+00:00,16.73,6.8,6.0,1903.73,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.25
92,2022-08-15 23:00:00+00:00,16.53,6.5,6.0,1896.25,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.81
93,2022-08-15 23:15:00+00:00,16.59,6.5,6.0,1898.53,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.5
94,2022-08-15 23:30:00+00:00,16.62,6.5,6.0,1899.49,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.17
95,2022-08-15 23:45:00+00:00,16.91,6.5,6.0,1910.12,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.35
96,2022-08-16 00:00:00+00:00,17.4,6.2,6.0,1928.98,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.28
97,2022-08-16 00:15:00+00:00,17.6,6.2,5.99,1936.54,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.13
98,2022-08-16 00:30:00+00:00,17.73,6.2,5.98,1941.96,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.28
99,2022-08-16 00:45:00+00:00,17.45,6.2,6.0,1930.66,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.24
100,2022-08-16 01:00:00+00:00,16.99,6.0,6.0,1913.35,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.68
101,2022-08-16 01:15:00+00:00,16.52,6.0,6.0,1896.13,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.74
102,2022-08-16 01:30:00+00:00,16.32,6.0,6.0,1888.79,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.2
103,2022-08-16 01:45:00+00:00,16.17,6.0,6.0,1883.78,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.32
104,2022-08-16 02:00:00+00:00,15.9,6.1,6.0,1874.53,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.76
105,2022-08-16 02:15:00+00:00,15.72,6.1,6.0,1868.39,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.53
106,2022-08-16 02:30:00+00:00,15.54,6.1,6.0,1862.47,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.32
107,2022-08-16 02:45:00+00:00,15.55,6.1,6.0,1862.8,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.41
108,2022-08-16 03:00:00+00:00,15.58,6.8,6.0,1863.67,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.7
109,2022-08-16 03:15:00+00:00,15.45,6.8,6.0,1859.44,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.14
110,2022-08-16 03:30:00+00:00,15.17,6.8,6.0,1850.64,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.24
111,2022-08-16 03:45:00+00:00,15.05,6.8,6.0,1847.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.95
112,2022-08-16 04:00:00+00:00,15.2,9.0,6.0,1851.48,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.37
113,2022-08-16 04:15:00+00:00,15.38,9.0,6.0,1857.41,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.65
114,2022-08-16 04:30:00+00:00,15.18,9.0,6.0,1850.85,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.18
115,2022-08-16 04:45:00+00:00,15.11,9.0,6.0,1848.76,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,21.71
116,2022-08-16 05:00:00+00:00,15.51,10.0,6.0,1861.49,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.34
117,2022-08-16 05:15:00+00:00,16.1,10.0,6.0,1881.24,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,34.91
118,2022-08-16 05:30:00+00:00,16.78,10.0,6.0,1905.32,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,57.27
119,2022-08-16 05:45:00+00:00,17.32,10.0,6.0,1925.75,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,76.87
120,2022-08-16 06:00:00+00:00,17.98,9.7,5.95,1952.04,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,105.27
121,2022-08-16 06:15:00+00:00,18.58,9.7,5.89,1976.93,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,126.53
122,2022-08-16 06:30:00+00:00,19.07,9.7,5.84,1998.25,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,111.57
123,2022-08-16 06:45:00+00:00,19.58,9.7,5.79,2021.15,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,247.67
124,2022-08-16 07:00:00+00:00,20.54,8.0,5.7,2066.87,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,308.06
125,2022-08-16 07:15:00+00:00,21.39,8.0,5.62,2109.91,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,363.77
126,2022-08-16 07:30:00+00:00,21.97,8.0,5.56,2140.66,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,418.53
127,2022-08-16 07:45:00+00:00,22.32,8.0,5.53,2159.94,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,459.05
128,2022-08-16 08:00:00+00:00,22.69,7.0,5.49,2180.57,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,424.17
129,2022-08-16 08:15:00+00:00,22.96,7.0,5.46,2195.92,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,303.39
130,2022-08-16 08:30:00+00:00,22.97,7.0,5.46,2196.68,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,196.37
131,2022-08-16 08:45:00+00:00,23.34,7.0,5.43,2218.13,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,593.17
132,2022-08-16 09:00:00+00:00,23.84,5.3,5.38,2247.42,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,560.24
133,2022-08-16 09:15:00+00:00,24.68,5.3,5.29,2299.59,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,694.38
134,2022-08-16 09:30:00+00:00,24.71,5.3,5.29,2301.06,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,584.02
135,2022-08-16 09:45:00+00:00,25.33,5.3,5.23,2340.82,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,790.35
