;Timestamp;T_Air_1;T_Air_2;T_Air_3;T_Air_4;T_Air_5;Storage_1;Storage_2;Storage_3;Storage_4;Storage_5;Storage_Combined;Storage_Av;thermalDiscomfort;P_Max;P_elect;Costs;heatingPowerRoom1;heatingPowerRoom2;heatingPowerRoom3;heatingPowerRoom4;heatingPowerRoom5;COP;Electricity Price;Price Factor;Storage Factor;Modulation Degree
0;2022-11-28 00:00:00;22.4;22.4;22.4;22.4;22.4;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4798.9;3467.2;0.11;1986.3;1986.3;1986.3;1986.3;1986.3;2.86;0.13;0.85;0.3;0.72
1;2022-11-28 00:15:00;22.8;22.8;22.8;22.8;22.8;0.66;0.66;0.66;0.66;0.66;3.29;0.66;0.0;4805.7;3554.3;0.12;2023.8;2023.8;2023.8;2023.8;2023.8;2.85;0.13;0.86;0.34;0.74
2;2022-11-28 00:30:00;23.1;23.1;23.1;23.1;23.1;0.69;0.69;0.69;0.69;0.69;3.43;0.69;0.0;4807.8;3723.1;0.12;2115.6;2115.6;2115.6;2115.6;2115.6;2.84;0.13;0.88;0.31;0.77
3;2022-11-28 00:45:00;23.3;23.3;23.3;23.3;23.3;0.71;0.71;0.71;0.71;0.71;3.54;0.71;0.0;4808.5;3808.8;0.12;2162.7;2162.7;2162.7;2162.7;2162.7;2.84;0.13;0.89;0.29;0.79
4;2022-11-28 01:00:00;23.6;23.6;23.6;23.6;23.6;0.72;0.72;0.72;0.72;0.72;3.61;0.72;0.0;4811.0;3896.9;0.12;2207.0;2207.0;2207.0;2207.0;2207.0;2.83;0.13;0.9;0.28;0.81
5;2022-11-28 01:15:00;23.8;23.8;23.8;23.8;23.8;0.74;0.74;0.74;0.74;0.74;3.71;0.74;0.0;4807.4;4069.0;0.13;2313.0;2313.0;2313.0;2313.0;2313.0;2.84;0.13;0.92;0.26;0.85
6;2022-11-28 01:30:00;23.5;23.5;23.5;23.5;23.5;0.76;0.76;0.76;0.76;0.76;3.79;0.76;0.0;4809.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.84;0.12;0.93;0.24;0.0
7;2022-11-28 01:45:00;23.2;23.2;23.2;23.2;23.2;0.74;0.74;0.74;0.74;0.74;3.68;0.74;0.0;4805.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.85;0.12;0.95;0.26;0.0
8;2022-11-28 02:00:00;23.6;23.6;23.6;23.6;23.6;0.71;0.71;0.71;0.71;0.71;3.57;0.71;0.0;4803.1;4803.1;0.14;2741.4;2741.4;2741.4;2741.4;2741.4;2.85;0.12;1.0;0.29;1.0
9;2022-11-28 02:15:00;24.0;24.0;24.0;24.0;24.0;0.74;0.74;0.74;0.74;0.74;3.71;0.74;0.0;4803.1;4803.1;0.14;2741.4;2741.4;2741.4;2741.4;2741.4;2.85;0.12;1.0;0.26;1.0
