,timestamp,ambient_temperature_[degree_celsius],electricity_price_[cent_per_kilowatt_hour],heat_pump_coefficient_of_performance,heat_pump_maximum_electrical_power_[watt],room_1_maximum_air_temperature_[degree_celsius],room_1_minimum_air_temperature_[degree_celsius],room_2_maximum_air_temperature_[degree_celsius],room_2_minimum_air_temperature_[degree_celsius],room_3_maximum_air_temperature_[degree_celsius],room_3_minimum_air_temperature_[degree_celsius],room_4_maximum_air_temperature_[degree_celsius],room_4_minimum_air_temperature_[degree_celsius],room_5_maximum_air_temperature_[degree_celsius],room_5_minimum_air_temperature_[degree_celsius],solar_radiation_[watt_per_square_meter]
0,2022-05-30 00:00:00+00:00,7.1,5.1,6.0,1705.98,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,3.81
1,2022-05-30 00:15:00+00:00,6.82,5.1,6.0,1704.84,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,2.75
2,2022-05-30 00:30:00+00:00,6.19,5.1,6.0,1703.25,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,3.43
3,2022-05-30 00:45:00+00:00,5.77,5.1,6.0,1702.92,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,3.94
4,2022-05-30 01:00:00+00:00,5.4,4.9,6.0,1703.13,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,3.04
5,2022-05-30 01:15:00+00:00,5.12,4.9,6.0,1703.59,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,3.59
6,2022-05-30 01:30:00+00:00,4.87,4.9,6.0,1704.21,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,3.77
7,2022-05-30 01:45:00+00:00,4.55,4.9,6.0,1705.33,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.97
8,2022-05-30 02:00:00+00:00,4.51,4.9,6.0,1705.46,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,3.74
9,2022-05-30 02:15:00+00:00,4.54,4.9,6.0,1705.37,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.9
10,2022-05-30 02:30:00+00:00,4.34,4.9,6.0,1706.24,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,2.25
11,2022-05-30 02:45:00+00:00,4.22,4.9,6.0,1706.8,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,2.37
12,2022-05-30 03:00:00+00:00,4.08,4.8,6.0,1707.58,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,2.82
13,2022-05-30 03:15:00+00:00,4.01,4.8,6.0,1707.96,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.32
14,2022-05-30 03:30:00+00:00,3.66,4.8,6.0,1710.19,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.71
15,2022-05-30 03:45:00+00:00,3.48,4.8,6.0,1711.49,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.69
16,2022-05-30 04:00:00+00:00,3.94,4.6,6.0,1708.39,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,19.55
17,2022-05-30 04:15:00+00:00,4.96,4.6,6.0,1703.95,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,41.4
18,2022-05-30 04:30:00+00:00,5.58,4.6,6.0,1702.97,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,66.53
19,2022-05-30 04:45:00+00:00,6.02,4.6,6.0,1703.04,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,93.21
20,2022-05-30 05:00:00+00:00,6.49,4.5,6.0,1703.84,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,125.6
21,2022-05-30 05:15:00+00:00,7.2,4.5,6.0,1706.43,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,160.06
22,2022-05-30 05:30:00+00:00,8.13,4.5,6.0,1712.39,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,198.69
23,2022-05-30 05:45:00+00:00,8.79,4.5,6.0,1718.28,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,239.7
24,2022-05-30 06:00:00+00:00,9.59,3.9,6.0,1727.48,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,279.03
25,2022-05-30 06:15:00+00:00,10.24,3.9,6.0,1736.49,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,327.57
26,2022-05-30 06:30:00+00:00,10.72,3.9,6.0,1744.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,374.01
27,2022-05-30 06:45:00+00:00,11.16,3.9,6.0,1751.59,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,428.67
28,2022-05-30 07:00:00+00:00,11.79,3.2,6.0,1763.59,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,481.06
29,2022-05-30 07:15:00+00:00,12.07,3.2,6.0,1769.49,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,529.92
30,2022-05-30 07:30:00+00:00,12.5,3.2,6.0,1778.7,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,575.82
31,2022-05-30 07:45:00+00:00,12.83,3.2,6.0,1786.3,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,616.6
32,2022-05-30 08:00:00+00:00,13.25,1.8,6.0,1796.65,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,658.59
33,2022-05-30 08:15:00+00:00,13.81,1.8,6.0,1811.07,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,689.54
34,2022-05-30 08:30:00+00:00,14.53,1.8,6.0,1831.35,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,723.96
35,2022-05-30 08:45:00+00:00,15.42,1.8,6.0,1858.69,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,757.43
36,2022-05-30 09:00:00+00:00,15.7,0.8,6.0,1867.84,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,796.54
37,2022-05-30 09:15:00+00:00,16.28,0.8,6.0,1887.38,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,851.06
38,2022-05-30 09:30:00+00:00,17.06,0.8,6.0,1915.73,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,913.45
39,2022-05-30 09:45:00+00:00,17.69,0.8,5.98,1940.23,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,916.85
40,2022-05-30 10:00:00+00:00,17.49,0.6,6.0,1932.48,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,969.71
41,2022-05-30 10:15:00+00:00,17.1,0.6,6.0,1917.49,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,481.83
42,2022-05-30 10:30:00+00:00,16.61,0.6,6.0,1899.37,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,310.62
43,2022-05-30 10:45:00+00:00,16.38,0.6,6.0,1891.0,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,786.76
44,2022-05-30 11:00:00+00:00,17.01,-0.3,6.0,1913.85,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,997.33
45,2022-05-30 11:15:00+00:00,17.33,-0.3,6.0,1926.14,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,965.98
46,2022-05-30 11:30:00+00:00,17.88,-0.3,5.96,1947.71,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,1051.89
47,2022-05-30 11:45:00+00:00,18.73,-0.3,5.88,1983.23,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,696.58
48,2022-05-30 12:00:00+00:00,18.38,-1.7,5.91,1968.45,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,638.23
49,2022-05-30 12:15:00+00:00,18.19,-1.7,5.93,1960.52,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,709.41
50,2022-05-30 12:30:00+00:00,18.42,-1.7,5.91,1969.99,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,694.27
51,2022-05-30 12:45:00+00:00,18.74,-1.7,5.88,1983.8,29.4,22.8,29.4,22.8,29.4,22.8,27.4,24.8,29.4,22.8,974.38
52,2022-05-30 13:00:00+00:00,19.32,-1.0,5.82,2009.29,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,1010.6
53,2022-05-30 13:15:00+00:00,19.67,-1.0,5.79,2025.46,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,29.4,22.8,775.07
