;Timestamp;T_Air_1;T_Air_2;T_Air_3;T_Air_4;T_Air_5;Storage_1;Storage_2;Storage_3;Storage_4;Storage_5;Storage_Combined;Storage_Av;thermalDiscomfort;P_Max;P_elect;Costs;heatingPowerRoom1;heatingPowerRoom2;heatingPowerRoom3;heatingPowerRoom4;heatingPowerRoom5;COP;Electricity Price;Price Factor;Storage Factor;Modulation Degree
0;2023-01-16 00:00:00;22.3;22.3;22.3;22.3;22.3;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4736.3;1378.3;0.02;820.0;820.0;820.0;820.0;820.0;2.97;0.06;0.97;0.3;0.29
1;2023-01-16 00:15:00;22.5;22.5;22.5;22.5;22.5;0.65;0.65;0.65;0.65;0.65;3.25;0.65;0.0;4733.9;1590.6;0.02;947.4;947.4;947.4;947.4;947.4;2.98;0.06;0.96;0.35;0.34
2;2023-01-16 00:30:00;22.6;22.6;22.6;22.6;22.6;0.66;0.66;0.66;0.66;0.66;3.32;0.66;0.0;4726.7;1491.6;0.02;891.3;891.3;891.3;891.3;891.3;2.99;0.06;0.94;0.34;0.32
3;2023-01-16 00:45:00;22.7;22.7;22.7;22.7;22.7;0.67;0.67;0.67;0.67;0.67;3.36;0.67;0.0;4724.7;1443.7;0.02;863.5;863.5;863.5;863.5;863.5;2.99;0.06;0.93;0.33;0.31
4;2023-01-16 01:00:00;22.8;22.8;22.8;22.8;22.8;0.68;0.68;0.68;0.68;0.68;3.39;0.68;0.0;4730.4;1368.4;0.02;816.4;816.4;816.4;816.4;816.4;2.98;0.06;0.9;0.32;0.29
5;2023-01-16 01:15:00;22.9;22.9;22.9;22.9;22.9;0.69;0.69;0.69;0.69;0.69;3.43;0.69;0.0;4740.1;1400.4;0.02;831.7;831.7;831.7;831.7;831.7;2.97;0.06;0.94;0.31;0.3
6;2023-01-16 01:30:00;23.0;23.0;23.0;23.0;23.0;0.69;0.69;0.69;0.69;0.69;3.46;0.69;0.0;4752.6;1415.9;0.02;835.8;835.8;835.8;835.8;835.8;2.95;0.06;0.97;0.31;0.3
7;2023-01-16 01:45:00;23.0;23.0;23.0;23.0;23.0;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4756.7;1412.8;0.02;832.0;832.0;832.0;832.0;832.0;2.94;0.06;0.99;0.3;0.3
8;2023-01-16 02:00:00;23.1;23.1;23.1;23.1;23.1;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4758.8;1427.6;0.02;839.9;839.9;839.9;839.9;839.9;2.94;0.06;1.0;0.3;0.3
9;2023-01-16 02:15:00;23.2;23.2;23.2;23.2;23.2;0.71;0.71;0.71;0.71;0.71;3.54;0.71;0.0;4756.7;1379.1;0.02;812.2;812.2;812.2;812.2;812.2;2.94;0.06;0.99;0.29;0.29
10;2023-01-16 02:30:00;23.2;23.2;23.2;23.2;23.2;0.71;0.71;0.71;0.71;0.71;3.57;0.71;0.0;4735.9;1312.5;0.02;781.1;781.1;781.1;781.1;781.1;2.98;0.06;0.97;0.29;0.28
11;2023-01-16 02:45:00;23.3;23.3;23.3;23.3;23.3;0.71;0.71;0.71;0.71;0.71;3.57;0.71;0.0;4717.1;1266.9;0.02;760.2;760.2;760.2;760.2;760.2;3.0;0.06;0.94;0.29;0.27
12;2023-01-16 03:00:00;23.0;23.0;23.0;23.0;23.0;0.72;0.72;0.72;0.72;0.72;3.61;0.72;0.0;4703.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.02;0.06;0.89;0.28;0.0
13;2023-01-16 03:15:00;22.8;22.8;22.8;22.8;22.8;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4693.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.03;0.07;0.86;0.3;0.0
14;2023-01-16 03:30:00;23.1;23.1;23.1;23.1;23.1;0.69;0.69;0.69;0.69;0.69;3.43;0.69;0.0;4690.3;1253.0;0.02;759.7;759.7;759.7;759.7;759.7;3.03;0.08;0.85;0.31;0.27
15;2023-01-16 03:45:00;23.2;23.2;23.2;23.2;23.2;0.71;0.71;0.71;0.71;0.71;3.54;0.71;0.0;4691.2;1172.8;0.02;710.9;710.9;710.9;710.9;710.9;3.03;0.08;0.84;0.29;0.25
16;2023-01-16 04:00:00;23.0;23.0;23.0;23.0;23.0;0.71;0.71;0.71;0.71;0.71;3.57;0.71;0.0;4691.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.03;0.09;0.83;0.29;0.0
17;2023-01-16 04:15:00;22.9;22.9;22.9;22.9;22.9;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4692.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.03;0.1;0.77;0.3;0.0
