,timestamp,ambient_temperature_[degree_celsius],electricity_price_[cent_per_kilowatt_hour],heat_pump_coefficient_of_performance,heat_pump_maximum_electrical_power_[watt],room_1_maximum_air_temperature_[degree_celsius],room_1_minimum_air_temperature_[degree_celsius],room_2_maximum_air_temperature_[degree_celsius],room_2_minimum_air_temperature_[degree_celsius],room_3_maximum_air_temperature_[degree_celsius],room_3_minimum_air_temperature_[degree_celsius],room_4_maximum_air_temperature_[degree_celsius],room_4_minimum_air_temperature_[degree_celsius],room_5_maximum_air_temperature_[degree_celsius],room_5_minimum_air_temperature_[degree_celsius],solar_radiation_[watt_per_square_meter]
0,2022-08-08 00:00:00+00:00,14.26,0.1,6.0,1823.48,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.33
1,2022-08-08 00:15:00+00:00,14.15,0.1,6.0,1820.29,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.42
2,2022-08-08 00:30:00+00:00,13.8,0.1,6.0,1810.89,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.11
3,2022-08-08 00:45:00+00:00,13.45,0.1,6.0,1801.71,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.37
4,2022-08-08 01:00:00+00:00,13.32,0.1,6.0,1798.32,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.3
5,2022-08-08 01:15:00+00:00,13.13,0.1,6.0,1793.51,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.45
6,2022-08-08 01:30:00+00:00,12.83,0.1,6.0,1786.45,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.81
7,2022-08-08 01:45:00+00:00,12.61,0.1,6.0,1781.34,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.25
8,2022-08-08 02:00:00+00:00,12.36,0.0,6.0,1775.66,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.93
9,2022-08-08 02:15:00+00:00,11.95,0.0,6.0,1766.92,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.8
10,2022-08-08 02:30:00+00:00,11.62,0.0,6.0,1760.23,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.14
11,2022-08-08 02:45:00+00:00,11.27,0.0,6.0,1753.59,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.99
12,2022-08-08 03:00:00+00:00,11.03,0.0,6.0,1749.4,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.23
13,2022-08-08 03:15:00+00:00,11.0,0.0,6.0,1748.76,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.6
14,2022-08-08 03:30:00+00:00,10.89,0.0,6.0,1746.97,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.75
15,2022-08-08 03:45:00+00:00,11.12,0.0,6.0,1751.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.73
16,2022-08-08 04:00:00+00:00,11.07,0.0,6.0,1749.99,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.62
17,2022-08-08 04:15:00+00:00,10.81,0.0,6.0,1745.55,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.09
18,2022-08-08 04:30:00+00:00,10.77,0.0,6.0,1744.94,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,15.73
19,2022-08-08 04:45:00+00:00,10.95,0.0,6.0,1747.89,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,28.64
20,2022-08-08 05:00:00+00:00,11.47,0.0,6.0,1757.4,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,45.83
21,2022-08-08 05:15:00+00:00,12.21,0.0,6.0,1772.4,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,68.2
22,2022-08-08 05:30:00+00:00,13.47,0.0,6.0,1802.23,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,109.9
23,2022-08-08 05:45:00+00:00,14.75,0.0,6.0,1837.76,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,148.01
24,2022-08-08 06:00:00+00:00,16.01,0.0,6.0,1878.27,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,188.85
25,2022-08-08 06:15:00+00:00,17.06,0.0,6.0,1915.85,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,232.98
26,2022-08-08 06:30:00+00:00,18.22,0.0,5.93,1961.63,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,277.86
27,2022-08-08 06:45:00+00:00,18.92,0.0,5.86,1991.64,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,327.42
28,2022-08-08 07:00:00+00:00,19.7,-0.4,5.78,2027.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,375.79
29,2022-08-08 07:15:00+00:00,20.28,-0.4,5.73,2054.34,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,425.41
30,2022-08-08 07:30:00+00:00,20.74,-0.4,5.68,2077.11,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,472.09
31,2022-08-08 07:45:00+00:00,21.5,-0.4,5.61,2115.83,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,517.54
32,2022-08-08 08:00:00+00:00,22.0,-1.0,5.56,2142.28,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,558.82
33,2022-08-08 08:15:00+00:00,22.46,-1.0,5.51,2167.69,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,598.17
34,2022-08-08 08:30:00+00:00,23.09,-1.0,5.45,2203.59,27.4,24.8,27.4,24.8,29.4,22.8,29.4,22.8,29.4,22.8,628.99
