;Timestamp;T_Air_1;T_Air_2;T_Air_3;T_Air_4;T_Air_5;Storage_1;Storage_2;Storage_3;Storage_4;Storage_5;Storage_Combined;Storage_Av;thermalDiscomfort;P_Max;P_elect;Costs;heatingPowerRoom1;heatingPowerRoom2;heatingPowerRoom3;heatingPowerRoom4;heatingPowerRoom5;COP;Electricity Price;Price Factor;Storage Factor;Modulation Degree
0;2023-01-30 00:00:00;22.8;22.8;22.8;22.8;22.8;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4797.5;4329.8;0.01;2239.8;2239.8;2239.8;2239.8;2239.8;2.59;0.01;0.95;0.3;0.9
1;2023-01-30 00:15:00;23.4;23.4;23.4;23.4;23.4;0.69;0.69;0.69;0.69;0.69;3.43;0.69;0.0;4795.7;4328.1;0.01;2235.9;2235.9;2235.9;2235.9;2235.9;2.58;0.01;0.95;0.31;0.9
2;2023-01-30 00:30:00;23.8;23.8;23.8;23.8;23.8;0.73;0.73;0.73;0.73;0.73;3.64;0.73;0.0;4793.2;4325.9;0.01;2230.7;2230.7;2230.7;2230.7;2230.7;2.58;0.01;0.95;0.27;0.9
3;2023-01-30 00:45:00;23.2;23.2;23.2;23.2;23.2;0.76;0.76;0.76;0.76;0.76;3.79;0.76;0.0;4789.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.57;0.01;0.96;0.24;0.0
4;2023-01-30 01:00:00;22.8;22.8;22.8;22.8;22.8;0.71;0.71;0.71;0.71;0.71;3.57;0.71;0.0;4787.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.57;0.01;0.96;0.29;0.0
5;2023-01-30 01:15:00;23.6;23.6;23.6;23.6;23.6;0.69;0.69;0.69;0.69;0.69;3.43;0.69;0.0;4790.8;4601.1;0.0;2368.7;2368.7;2368.7;2368.7;2368.7;2.57;0.0;0.98;0.31;0.96
6;2023-01-30 01:30:00;24.2;24.2;24.2;24.2;24.2;0.74;0.74;0.74;0.74;0.74;3.71;0.74;0.0;4794.3;4698.8;0.0;2424.9;2424.9;2424.9;2424.9;2424.9;2.58;0.0;0.99;0.26;0.98
7;2023-01-30 01:45:00;23.6;23.6;23.6;23.6;23.6;0.79;0.79;0.79;0.79;0.79;3.93;0.79;0.0;4801.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.59;0.0;1.0;0.21;0.0
8;2023-01-30 02:00:00;23.2;23.2;23.2;23.2;23.2;0.74;0.74;0.74;0.74;0.74;3.71;0.74;0.0;4799.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.59;0.0;1.0;0.26;0.0
9;2023-01-30 02:15:00;24.1;24.1;24.1;24.1;24.1;0.71;0.71;0.71;0.71;0.71;3.57;0.71;0.0;4801.8;4706.3;0.0;2442.7;2442.7;2442.7;2442.7;2442.7;2.6;0.0;0.99;0.29;0.98
