,timestamp,ambient_temperature_[degree_celsius],electricity_price_[cent_per_kilowatt_hour],heat_pump_coefficient_of_performance,heat_pump_maximum_electrical_power_[watt],room_1_maximum_air_temperature_[degree_celsius],room_1_minimum_air_temperature_[degree_celsius],room_2_maximum_air_temperature_[degree_celsius],room_2_minimum_air_temperature_[degree_celsius],room_3_maximum_air_temperature_[degree_celsius],room_3_minimum_air_temperature_[degree_celsius],room_4_maximum_air_temperature_[degree_celsius],room_4_minimum_air_temperature_[degree_celsius],room_5_maximum_air_temperature_[degree_celsius],room_5_minimum_air_temperature_[degree_celsius],solar_radiation_[watt_per_square_meter]
0,2022-07-04 00:00:00+00:00,20.86,4.6,5.67,2082.95,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.2
1,2022-07-04 00:15:00+00:00,20.63,4.6,5.69,2071.31,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.48
2,2022-07-04 00:30:00+00:00,20.42,4.6,5.71,2060.98,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.38
3,2022-07-04 00:45:00+00:00,20.21,4.6,5.73,2050.8,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.12
4,2022-07-04 01:00:00+00:00,20.12,4.6,5.74,2046.8,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.15
5,2022-07-04 01:15:00+00:00,20.08,4.6,5.75,2044.73,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.04
6,2022-07-04 01:30:00+00:00,19.77,4.6,5.78,2030.26,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.58
7,2022-07-04 01:45:00+00:00,19.56,4.6,5.8,2020.38,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.42
8,2022-07-04 02:00:00+00:00,19.3,4.5,5.82,2008.54,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.58
9,2022-07-04 02:15:00+00:00,19.2,4.5,5.83,2004.19,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.68
10,2022-07-04 02:30:00+00:00,18.99,4.5,5.85,1994.57,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.68
11,2022-07-04 02:45:00+00:00,18.58,4.5,5.89,1977.07,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,4.06
12,2022-07-04 03:00:00+00:00,18.17,4.8,5.93,1959.69,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,5.84
13,2022-07-04 03:15:00+00:00,17.73,4.8,5.98,1941.83,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.44
