,timestamp,ambient_temperature_[degree_celsius],electricity_price_[cent_per_kilowatt_hour],heat_pump_coefficient_of_performance,heat_pump_maximum_electrical_power_[watt],room_1_maximum_air_temperature_[degree_celsius],room_1_minimum_air_temperature_[degree_celsius],room_2_maximum_air_temperature_[degree_celsius],room_2_minimum_air_temperature_[degree_celsius],room_3_maximum_air_temperature_[degree_celsius],room_3_minimum_air_temperature_[degree_celsius],room_4_maximum_air_temperature_[degree_celsius],room_4_minimum_air_temperature_[degree_celsius],room_5_maximum_air_temperature_[degree_celsius],room_5_minimum_air_temperature_[degree_celsius],solar_radiation_[watt_per_square_meter]
0,2022-06-27 00:00:00+00:00,17.48,6.8,6.0,1932.09,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.23
1,2022-06-27 00:15:00+00:00,17.46,6.8,6.0,1931.18,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.45
2,2022-06-27 00:30:00+00:00,17.43,6.8,6.0,1930.09,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.09
3,2022-06-27 00:45:00+00:00,17.43,6.8,6.0,1930.01,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.93
4,2022-06-27 01:00:00+00:00,17.36,6.8,6.0,1927.43,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,10.15
5,2022-06-27 01:15:00+00:00,17.23,6.8,6.0,1922.17,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,10.88
6,2022-06-27 01:30:00+00:00,17.3,6.8,6.0,1924.86,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.18
7,2022-06-27 01:45:00+00:00,17.4,6.8,6.0,1928.98,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.52
8,2022-06-27 02:00:00+00:00,17.48,6.8,6.0,1931.83,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.58
9,2022-06-27 02:15:00+00:00,17.48,6.8,6.0,1932.09,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.56
10,2022-06-27 02:30:00+00:00,17.29,6.8,6.0,1924.73,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,9.37
11,2022-06-27 02:45:00+00:00,17.21,6.8,6.0,1921.41,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,6.89
12,2022-06-27 03:00:00+00:00,17.25,6.6,6.0,1922.94,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,8.02
13,2022-06-27 03:15:00+00:00,17.15,6.6,6.0,1919.38,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,7.86
14,2022-06-27 03:30:00+00:00,17.12,6.6,6.0,1918.24,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,11.03
