timestamp,electricity_price,ambient_temperature,solar_radiation,heat_pump_cop,heat_pump_power_max,temperature_room_1_min,temperature_room_1_max,temperature_room_2_min,temperature_room_2_max,temperature_room_3_min,temperature_room_3_max,temperature_room_4_min,temperature_room_4_max,temperature_room_5_min,temperature_room_5_max,temperature_room_1_air,temperature_room_1_internal,discomfort_room_1,heat_flow_room_1,temperature_room_2_air,temperature_room_2_internal,discomfort_room_2,heat_flow_room_2,temperature_room_3_air,temperature_room_3_internal,discomfort_room_3,heat_flow_room_3,temperature_room_4_air,temperature_room_4_internal,discomfort_room_4,heat_flow_room_4,temperature_room_5_air,temperature_room_5_internal,discomfort_room_5,heat_flow_room_5,heat_flow_total,heat_pump_power,discomfort_total,costs
2023-01-16 00:00:00,0.06001,5.420000000000001,2.747344933333333,2.97493642105028,4736.28452367892,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,23.0,23.0,0.0,0.05003658181191472,23.0,23.0,0.0,0.0545913123825975,23.0,23.0,0.0,0.0012621329639549183,23.0,23.0,0.0,0.05067738027293806,23.0,23.0,0.0,0.0012621321099360633,0.15782953954134124,0.05305307986569362,0.0,0.003183715322740274
2023-01-16 00:15:00,0.0606875,5.46,2.6779174666666665,2.9781639003322127,4733.936082707678,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.8921526955413,22.992209346144307,0.0,0.04140780172085004,22.905770439291718,22.994237205889828,0.0,0.04417959264815127,22.893980005548414,22.992509569648472,0.0,0.0012535434891424242,22.89398132514643,22.99250165388619,0.0,0.04184863745582548,22.900523765790002,22.99350279534035,0.0,0.0012535399875936025,0.12994311530156286,0.04363195567815047,0.0,0.0026479143102177568
2023-01-16 00:30:00,0.061365,5.579999999999999,0.0,2.9878377299626626,4726.708527941049,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.82057335550543,22.97393764459822,0.0,0.03680471759578158,22.839942980682785,22.980265043400657,0.0,0.038597617405200915,22.823117655831176,22.974860069632854,0.0,0.0012465520399646548,22.82313971945493,22.97483713877763,0.0,0.03707413494638115,22.832390858668717,22.977947995284058,0.0,0.0012465511461919173,0.11496957313352021,0.03847918914088983,0.0,0.0023612754416307046
2023-01-16 00:45:00,0.0620425,5.613333333333332,7.074992333333333,2.990522232681027,4724.652240921747,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.767744676708496,22.95004059041649,0.0,0.03186515722966719,22.790035763821532,22.961436403040416,0.0,0.0329770299329141,22.77064880011393,22.95168199078732,0.0,0.0012379503319815493,22.770691624097477,22.951643377360117,0.0,0.03203741968068952,22.78131247580838,22.957227540573193,0.0,0.0012379493399040193,0.09935550651515639,0.033223463590867,0.0,0.002061266739836366
2023-01-16 01:00:00,0.06272,5.5200000000000005,0.0,2.983002567861823,4730.356518288474,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.729090677608802,22.923379300207614,0.0,0.02676896440728257,22.75383041329338,22.93995154618488,0.0,0.02739406219915272,22.73232486895301,22.92574476142767,0.0,0.0012268138857731707,22.732380709245632,22.925692005967,0.0,0.02687167072210643,22.74417749495683,22.93379204569725,0.0,0.001226814532400357,0.08348832574671525,0.027988016720534904,0.0,0.001755408408711949
2023-01-16 01:15:00,0.061065,5.353333333333333,0.1124064666666663,2.9695547215801366,4740.131297891076,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.690926793656047,22.895183149241877,0.0,0.03968893653338636,22.718406413127656,22.916859446986994,0.0,0.04073654372332996,22.694552588481482,22.898257090428547,0.0,0.0012432665827584524,22.694613550298598,22.898191616288926,0.0,0.039867959470129145,22.70774983647815,22.908766583659542,0.0,0.0012432656105111801,0.12277997192011507,0.0413462567393883,0.0,0.0025248091677907464
2023-01-16 01:30:00,0.05941,5.126666666666667,0.0,2.951241476109475,4752.583869704566,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.655549886114937,22.865883188656724,0.0,0.07232263309412562,22.686192816871845,22.892577202648418,0.0,0.07471061591098624,22.65962787961923,22.86965091108734,0.0,0.0012589179675127646,22.659695976777922,22.86957408175027,0.0,0.07276916493359363,22.674380234212787,22.882579054579278,0.0,0.0012589169613015847,0.22232024886751983,0.07533109393698185,0.0,0.004475420290796092
2023-01-16 01:45:00,0.057755,5.046666666666668,1.9472759420000003,2.944775798673426,4756.74887312982,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.62109424348874,22.835854087589155,0.0,1.9203482051815084,22.65536429072564,22.8674879377374,0.0,3.500596265394645,22.625677500790495,22.84030279331653,0.0,0.0012781211889321823,22.625762091406674,22.84021692946253,0.0,2.1556356933799923,22.642208738818944,22.855612000467488,0.0,0.0012781201499728076,7.579136405295051,2.573756687592084,0.0,0.14864731749188081
2023-01-16 02:00:00,0.0561,5.006666666666666,2.476246866666666,2.9415431746046137,4758.786576204109,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.5896718917238,22.805464517846143,0.0,37.142171571752165,22.628464971739927,22.84199370738785,0.0,7300.181635649153,22.593990550526087,22.810524046624305,0.0,0.001276682736872779,22.59499333458726,22.810495796702966,0.0,6660.7598324766905,22.612431093145343,22.82817972130442,0.0,0.0012766816914988237,13998.086193062023,4758.755986963737,0.0,266.96621086866566
2023-01-16 02:15:00,0.0579,5.046666666666667,0.0,2.944775798673426,4756.74887312982,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,22.574297511605995,22.776098990564805,0.0,11494.191578879772,25.650140925384157,23.002783204522572,0.0,5.555604362470277,22.56317314431665,22.780561878385605,0.0,0.0012744882184971657,25.472969699486953,22.986366039679197,0.0,1332.2474951852803,22.583625988753447,22.800530847518825,0.0,0.0012744871729249627,12831.997227402915,4357.546415989809,0.0,252.30193748580996
