;Timestamp;T_Air_1;T_Air_2;T_Air_3;T_Air_4;T_Air_5;Storage_1;Storage_2;Storage_3;Storage_4;Storage_5;Storage_Combined;Storage_Av;thermalDiscomfort;P_Max;P_elect;Costs;heatingPowerRoom1;heatingPowerRoom2;heatingPowerRoom3;heatingPowerRoom4;heatingPowerRoom5;COP;Electricity Price;Price Factor;Storage Factor;Modulation Degree
0;2023-01-23 00:00:00;22.9;22.9;22.9;22.9;22.9;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4818.0;4533.2;0.17;2390.4;2390.4;2390.4;2390.4;2390.4;2.64;0.15;0.97;0.3;0.94
1;2023-01-23 00:15:00;23.5;23.5;23.5;23.5;23.5;0.69;0.69;0.69;0.69;0.69;3.46;0.69;0.0;4815.2;4624.5;0.17;2430.4;2430.4;2430.4;2430.4;2430.4;2.63;0.15;0.98;0.31;0.96
2;2023-01-23 00:30:00;24.0;24.0;24.0;24.0;24.0;0.74;0.74;0.74;0.74;0.74;3.68;0.74;0.0;4813.9;4718.1;0.18;2476.1;2476.1;2476.1;2476.1;2476.1;2.62;0.15;0.99;0.26;0.98
3;2023-01-23 00:45:00;23.3;23.3;23.3;23.3;23.3;0.77;0.77;0.77;0.77;0.77;3.86;0.77;0.0;4812.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.62;0.15;1.0;0.23;0.0
4;2023-01-23 01:00:00;22.9;22.9;22.9;22.9;22.9;0.72;0.72;0.72;0.72;0.72;3.61;0.72;0.0;4811.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.62;0.15;1.0;0.28;0.0
5;2023-01-23 01:15:00;23.8;23.8;23.8;23.8;23.8;0.69;0.69;0.69;0.69;0.69;3.46;0.69;0.0;4809.4;4809.4;0.18;2512.7;2512.7;2512.7;2512.7;2512.7;2.61;0.15;1.0;0.31;1.0
6;2023-01-23 01:30:00;23.6;23.6;23.6;23.6;23.6;0.76;0.76;0.76;0.76;0.76;3.79;0.76;0.0;4808.2;1202.1;0.04;627.3;627.3;627.3;627.3;627.3;2.61;0.15;1.0;0.24;0.25
7;2023-01-23 01:45:00;24.3;24.3;24.3;24.3;24.3;0.74;0.74;0.74;0.74;0.74;3.71;0.74;0.0;4808.6;4808.6;0.18;2510.3;2510.3;2510.3;2510.3;2510.3;2.61;0.15;1.0;0.26;1.0
8;2023-01-23 02:00:00;23.7;23.7;23.7;23.7;23.7;0.79;0.79;0.79;0.79;0.79;3.96;0.79;0.0;4809.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.61;0.15;1.0;0.21;0.0
9;2023-01-23 02:15:00;23.4;23.4;23.4;23.4;23.4;0.75;0.75;0.75;0.75;0.75;3.75;0.75;0.0;4809.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.61;0.15;1.0;0.25;0.0
