;Timestamp;T_Air_1;T_Air_2;T_Air_3;T_Air_4;T_Air_5;Storage_1;Storage_2;Storage_3;Storage_4;Storage_5;Storage_Combined;Storage_Av;thermalDiscomfort;P_Max;P_elect;Costs;heatingPowerRoom1;heatingPowerRoom2;heatingPowerRoom3;heatingPowerRoom4;heatingPowerRoom5;COP;Electricity Price;Price Factor;Storage Factor;Modulation Degree
0;2022-12-26 00:00:00;22.0;22.0;22.0;22.0;22.0;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4407.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.42;0.04;0.52;0.3;0.0
1;2022-12-26 00:15:00;21.9;21.9;21.9;21.9;21.9;0.63;0.63;0.63;0.63;0.63;3.14;0.63;0.0;4412.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.45;0.03;0.57;0.37;0.0
2;2022-12-26 00:30:00;21.9;21.9;21.9;21.9;21.9;0.62;0.62;0.62;0.62;0.62;3.11;0.62;0.0;4410.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.44;0.03;0.64;0.38;0.0
3;2022-12-26 00:45:00;22.1;22.1;22.1;22.1;22.1;0.62;0.62;0.62;0.62;0.62;3.11;0.62;0.0;4410.0;1135.3;0.01;780.3;780.3;780.3;780.3;780.3;3.44;0.03;0.68;0.38;0.26
4;2022-12-26 01:00:00;22.2;22.2;22.2;22.2;22.2;0.64;0.64;0.64;0.64;0.64;3.18;0.64;0.0;4408.7;1140.3;0.01;782.1;782.1;782.1;782.1;782.1;3.43;0.03;0.71;0.36;0.26
5;2022-12-26 01:15:00;22.3;22.3;22.3;22.3;22.3;0.64;0.64;0.64;0.64;0.64;3.21;0.64;0.0;4413.2;1134.8;0.01;784.3;784.3;784.3;784.3;784.3;3.46;0.03;0.72;0.36;0.26
6;2022-12-26 01:30:00;22.4;22.4;22.4;22.4;22.4;0.65;0.65;0.65;0.65;0.65;3.25;0.65;0.0;4413.4;1158.5;0.01;819.4;819.4;819.4;819.4;819.4;3.54;0.02;0.75;0.35;0.26
7;2022-12-26 01:45:00;22.5;22.5;22.5;22.5;22.5;0.66;0.66;0.66;0.66;0.66;3.29;0.66;0.0;4391.4;1174.4;0.01;843.6;843.6;843.6;843.6;843.6;3.59;0.02;0.78;0.34;0.27
8;2022-12-26 02:00:00;22.6;22.6;22.6;22.6;22.6;0.66;0.66;0.66;0.66;0.66;3.32;0.66;0.0;4379.2;1220.2;0.01;881.2;881.2;881.2;881.2;881.2;3.61;0.02;0.83;0.34;0.28
9;2022-12-26 02:15:00;22.7;22.7;22.7;22.7;22.7;0.67;0.67;0.67;0.67;0.67;3.36;0.67;0.0;4355.6;1230.8;0.01;896.1;896.1;896.1;896.1;896.1;3.64;0.02;0.86;0.33;0.28
