;Timestamp;Outside Temperature;T_Air_1;T_Air_2;T_Air_3;T_Air_4;T_Air_5;thermalDiscomfort;T_ideal;P_Max;P_elect;Costs;Electricity Price;heatingPowerRoom1;heatingPowerRoom2;heatingPowerRoom3;heatingPowerRoom4;heatingPowerRoom5;COP;Modulation Degree
0;2023-01-30 00:00:00;0.0;21.9;21.9;21.9;21.9;21.9;0.0;0.0;4797.5;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;2.59;0.0
1;2023-01-30 00:15:00;0.0;21.8;21.8;21.8;21.8;21.8;0.0;0.0;4795.7;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;2.58;0.0
2;2023-01-30 00:30:00;0.0;21.7;21.7;21.7;21.7;21.7;0.0;0.0;4793.2;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;2.58;0.0
3;2023-01-30 00:45:00;0.0;21.7;21.7;21.7;21.7;21.7;0.0;0.0;4789.5;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;2.57;0.0
4;2023-01-30 01:00:00;0.0;21.6;21.6;21.6;21.6;21.6;0.0;0.0;4787.5;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;2.57;0.0
5;2023-01-30 01:15:00;0.0;21.6;21.6;21.6;21.6;21.6;0.0;0.0;4790.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.57;0.0
6;2023-01-30 01:30:00;0.0;21.5;21.5;21.5;21.5;21.5;0.0;0.0;4794.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.58;0.0
7;2023-01-30 01:45:00;0.0;21.5;21.5;21.5;21.5;21.5;0.0;0.0;4801.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.59;0.0
8;2023-01-30 02:00:00;0.0;21.5;21.5;21.5;21.5;21.5;0.0;0.0;4799.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.59;0.0
9;2023-01-30 02:15:00;0.0;21.4;21.4;21.4;21.4;21.4;0.0;0.0;4801.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6;0.0
10;2023-01-30 02:30:00;0.0;22.5;22.5;22.5;22.5;22.5;0.0;0.0;4801.8;4801.8;0.01;0.01;2492.3;2492.3;2492.3;2492.3;2492.3;2.6;1.0
11;2023-01-30 02:45:00;0.0;23.2;23.2;23.2;23.2;23.2;0.0;0.0;4798.7;4798.7;0.01;0.01;2484.6;2484.6;2484.6;2484.6;2484.6;2.59;1.0
