,timestamp,ambient_temperature_[degree_celsius],electricity_price_[cent_per_kilowatt_hour],heat_pump_coefficient_of_performance,heat_pump_maximum_electrical_power_[watt],room_1_maximum_air_temperature_[degree_celsius],room_1_minimum_air_temperature_[degree_celsius],room_2_maximum_air_temperature_[degree_celsius],room_2_minimum_air_temperature_[degree_celsius],room_3_maximum_air_temperature_[degree_celsius],room_3_minimum_air_temperature_[degree_celsius],room_4_maximum_air_temperature_[degree_celsius],room_4_minimum_air_temperature_[degree_celsius],room_5_maximum_air_temperature_[degree_celsius],room_5_minimum_air_temperature_[degree_celsius],solar_radiation_[watt_per_square_meter]
0,2022-07-25 00:00:00+00:00,18.77,5.4,5.87,1984.96,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.96
1,2022-07-25 00:15:00+00:00,18.51,5.4,5.9,1973.8,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.92
2,2022-07-25 00:30:00+00:00,18.66,5.4,5.88,1980.35,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,14.08
3,2022-07-25 00:45:00+00:00,18.57,5.4,5.89,1976.36,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,14.12
4,2022-07-25 01:00:00+00:00,18.39,4.9,5.91,1968.73,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.63
5,2022-07-25 01:15:00+00:00,18.09,4.9,5.94,1956.26,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.63
6,2022-07-25 01:30:00+00:00,17.9,4.9,5.96,1948.65,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,14.04
7,2022-07-25 01:45:00+00:00,17.77,4.9,5.97,1943.56,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.91
8,2022-07-25 02:00:00+00:00,17.55,4.9,5.99,1934.83,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,14.04
9,2022-07-25 02:15:00+00:00,17.33,4.9,6.0,1926.01,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,14.11
10,2022-07-25 02:30:00+00:00,17.25,4.9,6.0,1922.94,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.52
11,2022-07-25 02:45:00+00:00,17.13,4.9,6.0,1918.37,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.45
12,2022-07-25 03:00:00+00:00,16.99,4.9,6.0,1913.35,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.54
13,2022-07-25 03:15:00+00:00,16.71,4.9,6.0,1903.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.49
14,2022-07-25 03:30:00+00:00,16.5,4.9,6.0,1895.29,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,13.42
15,2022-07-25 03:45:00+00:00,16.59,4.9,6.0,1898.65,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,14.86
16,2022-07-25 04:00:00+00:00,16.47,4.9,6.0,1894.34,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,18.64
17,2022-07-25 04:15:00+00:00,16.38,4.9,6.0,1891.02,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,30.0,16.0,25.98
